X1	Y1	ProbId1	
370.2	378.74	NaN
369.49	377.57	NaN
369.49	377.57	NaN
367.27	377.22	NaN
365.24	374.82	NaN
365.44	374.64	NaN
365.56	372.62	NaN
366.57	371.07	NaN
366.57	371.07	NaN
368.26	372	NaN
368.25	371.97	NaN
369	371.5	NaN
369.02	371.54	NaN
369.42	369.86	NaN
370.32	367.4	NaN
370.26	367.37	NaN
369.94	364.27	NaN
368.81	361.03	NaN
368.81	361.03	NaN
368.49	357.25	NaN
368.49	357.25	NaN
368.31	353.16	NaN
368.32	353.15	NaN
369.5	349.17	NaN
372.75	346.49	NaN
372.75	346.49	NaN
375.02	342.75	NaN
375.04	342.69	NaN
377.14	339.8	NaN
379.86	336.22	NaN
379.86	336.22	NaN
382.37	333.75	NaN
382.37	333.75	NaN
385.73	332.89	NaN
387.81	333.04	NaN
387.81	333.04	NaN
387.46	333.46	NaN
387.03	335.2	NaN
386.95	335.13	NaN
387.15	336.57	NaN
387.15	336.57	NaN
386.79	336.93	NaN
386.83	336.91	NaN
386.38	336.92	NaN
387.47	336.84	NaN
387.47	336.84	NaN
388.23	337.57	NaN
388.17	338.57	NaN
388.17	338.57	NaN
388.59	340.26	NaN
388.51	340.21	NaN
388.94	340.85	NaN
388.94	340.85	NaN
389.25	340.67	NaN
388.08	340.08	NaN
388.05	340.03	NaN
385.71	339.62	NaN
384.77	340.03	NaN
384.74	339.96	NaN
384.51	340.19	NaN
384.51	340.19	NaN
384.38	340.35	NaN
384.3	340.3	NaN
384.69	340.71	NaN
384.75	340.95	NaN
384.78	340.91	NaN
383.73	340.91	NaN
383.17	341.58	NaN
383.17	341.58	NaN
382.84	342.05	NaN
382.84	342.05	NaN
382.7	343.22	NaN
382.7	343.22	NaN
381.75	344.02	NaN
380.02	344.66	NaN
380.02	344.66	NaN
379.3	343.41	NaN
379.34	342.36	NaN
379.34	342.31	NaN
378.92	342.26	NaN
378.91	342.25	NaN
378.87	341.99	NaN
378.8	341.9	NaN
378.97	342.21	NaN
378.33	342.16	NaN
378.3	341.91	NaN
378.03	341.71	NaN
377.72	341.8	NaN
377.67	341.88	NaN
377.17	340.76	NaN
377.17	340.76	NaN
375.49	338.9	NaN
375.49	338.9	NaN
374.83	337.48	NaN
374.91	335.73	NaN
374.91	335.73	NaN
375.45	335.11	NaN
375.75	334.74	NaN
375.78	334.74	NaN
375.7	334.86	NaN
375.7	334.86	NaN
375.4	335.02	NaN
375.57	334.98	NaN
375.09	334.66	NaN
374.86	333.34	NaN
374.93	333.29	NaN
372.87	331.8	NaN
372.16	330.89	NaN
372.16	330.89	NaN
372.96	330.1	NaN
372.96	330.08	NaN
374.17	329.81	NaN
374.26	329.68	NaN
375.78	327.6	NaN
376.49	326.3	NaN
376.49	326.3	NaN
376.8	326.34	NaN
376.59	326.22	NaN
376.59	326.22	NaN
376.76	326.21	NaN
376.82	326.27	NaN
376.97	325.57	NaN
376.97	325.57	NaN
376.14	323.74	NaN
375.14	320.89	NaN
375.14	320.89	NaN
375.24	317.6	NaN
376.74	312.7	NaN
376.79	312.69	NaN
378.03	309.17	NaN
378.03	309.17	NaN
380.54	308.14	NaN
380.54	308.14	NaN
383.1	305.76	NaN
385.13	303.39	NaN
385.13	303.39	NaN
387.39	300.48	NaN
389.67	297.84	NaN
389.67	297.84	NaN
393.08	296.57	NaN
393.08	296.57	NaN
395.78	295.89	NaN
395.78	295.89	NaN
397.24	295.45	NaN
395.95	296.65	NaN
396.02	296.65	NaN
394.71	297.87	NaN
394.05	298.09	NaN
394.05	298.09	NaN
394.42	297.86	NaN
394.42	297.86	NaN
394.84	297.69	NaN
394.91	297.7	NaN
395.15	297.59	NaN
395.28	297.55	NaN
395.5	297.55	NaN
395.9	297.41	NaN
395.92	297.34	NaN
396.05	297.11	NaN
396.17	296.96	NaN
396.17	296.96	NaN
396.27	296.85	NaN
396.27	296.85	NaN
396.53	296.86	NaN
396.76	296.78	NaN
396.79	296.75	NaN
396.84	296.63	NaN
396.88	296.6	NaN
397.05	296.52	NaN
397.1	296.45	NaN
397.07	296.43	NaN
397.06	296.43	NaN
397.1	296.4	NaN
397.57	296.19	NaN
397.6	296.15	NaN
397.64	296.12	NaN
397.71	296.13	NaN
397.73	296	NaN
397.91	295.66	NaN
397.91	295.66	NaN
397.92	295.62	NaN
397.74	295.56	NaN
397.74	295.56	NaN
397.75	295.52	NaN
397.75	295.52	NaN
397.78	295.53	NaN
397.86	295.5	NaN
397.83	295.54	NaN
398.14	295.53	NaN
398.67	295.44	NaN
398.74	295.47	NaN
398.83	295.42	NaN
398.92	295.55	NaN
398.92	295.55	NaN
399.45	295.44	NaN
399.55	295.31	NaN
400.39	294.91	NaN
400.39	294.91	NaN
403.21	293.33	NaN
404.34	294.09	NaN
404.34	294.09	NaN
404.44	294.58	NaN
404.82	295.59	NaN
404.85	295.54	NaN
404.63	296.7	NaN
404.64	296.67	NaN
404.35	297.47	NaN
404.35	297.47	NaN
403.99	297.94	NaN
404.06	298.24	NaN
403.99	298	NaN
404.82	297.85	NaN
405.19	299.13	NaN
405.26	299.16	NaN
406.12	299.97	NaN
406.2	299.99	NaN
409.32	299.79	NaN
409.23	299.79	NaN
412.86	299.34	NaN
417.83	299.26	NaN
417.97	299.24	NaN
423.95	300.14	NaN
427.71	302.43	NaN
427.71	302.43	NaN
429.31	305.45	NaN
429.31	305.45	NaN
431.18	306.97	NaN
431.18	306.97	NaN
433.6	308.17	NaN
436.27	309.67	NaN
436.27	309.67	NaN
438.2	310.13	NaN
437.33	310.52	NaN
437.62	310.61	NaN
437.31	311.53	NaN
437.05	311.51	NaN
437.74	312.42	NaN
437.79	312.44	NaN
439.32	313.95	NaN
440.61	315.44	NaN
440.56	315.48	NaN
442.26	316.33	NaN
441.7	314.54	NaN
441.7	314.54	NaN
439.42	313.09	NaN
439.37	313.15	NaN
438.05	312.8	NaN
437.97	312.94	NaN
437.97	313.1	NaN
440.45	315.08	NaN
440.45	315.08	NaN
443.58	316.73	NaN
444.66	318.03	NaN
444.74	318.08	NaN
443.38	319.42	NaN
443.41	319.45	NaN
443.15	319.8	NaN
443.3	319.9	NaN
444.47	321.38	NaN
445.23	322.78	NaN
445.18	322.86	NaN
446.32	324.84	NaN
446.55	324.99	NaN
446.51	324.96	NaN
446.56	324.95	NaN
446.55	324.86	NaN
445.8	324.4	NaN
445.77	324.47	NaN
443.92	323.56	NaN
442.22	323.49	NaN
442.22	323.49	NaN
441.68	322.56	NaN
440.86	321.39	NaN
440.95	321.52	NaN
440.85	321.31	NaN
440.86	321.37	NaN
440.68	321.15	NaN
440.73	321.2	NaN
